Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
8,"RJ Barro, R Expectations","the Role of Monetary Policy'",1968,"Journal of Monetary Economics","","","https://scholar.google.com/scholar?cites=18283584930844823840&as_sdt=2005&sciodt=2007&hl=en",11,"2022-02-09 13:55:36","CITATION","","","",,,,,8,0.15,4,2,54,"","","https://scholar.google.com/scholar?q=related:INGwv59XvP0J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
3,"JF Muth","Rational Expectations and the Theory of Price Movements, 29 Econometrica 315 (1961). 23 John Harsanyi, Games with Incomplete Information Played by …",1968,"J. Management Sci.","","","https://scholar.google.com/scholar?cites=17439188797744331815&as_sdt=2005&sciodt=2007&hl=en",22,"2022-02-09 13:55:36","CITATION","","","",,,,,3,0.06,3,1,54,"","","https://scholar.google.com/scholar?q=related:J7yFlNBxBPIJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1,"S Fischer","Cn-Ac±vi3t No anoy I. olicy with Rational Expectations",1968,"Rational Expect-: ons and Economic Policy, S. Fischer …","","","https://scholar.google.com/scholar?cites=13976736285153688030&as_sdt=2005&sciodt=2007&hl=en",33,"2022-02-09 13:55:36","CITATION","","","",,,,,1,0.02,1,1,54,"","","https://scholar.google.com/scholar?q=related:3vnlc5lX98EJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
14,"J Tobin","The consumption function",1968,"","… for Research in Economics at Yale …","","https://scholar.google.com/scholar?cites=3742232150143681306&as_sdt=2005&sciodt=2007&hl=en",45,"2022-02-09 13:55:36","CITATION","","","",,,,,14,0.26,14,1,54,"","","https://scholar.google.com/scholar?q=related:GkNcOFAU7zMJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
31,"SJ Turnovsky","Stochastic stability of short-run market equilibrium under variations in supply",1968,"The Quarterly Journal of Economics","academic.oup.com","https://academic.oup.com/qje/article-abstract/82/4/666/1857227","https://scholar.google.com/scholar?cites=1598711883985087257&as_sdt=2005&sciodt=2007&hl=en",67,"2022-02-09 13:55:36","","","","",,,,,31,0.57,31,1,54,"… (v) Rational expectations: Ept = pt*.Muth has argued in connection with his objection that for a rational theory of expectations, the anticipated price pt* should equal the statistically expected price. More precisely he proposed that price will be a linear function of the independent …","","https://scholar.google.com/scholar?q=related:GWsg9_zDLxYJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
3,"JO Haberman","Salomon Ludwig Steinheim's Doctrine of Revelation",1968,"Judaism","search.proquest.com","https://search.proquest.com/openview/d870417c3194b7a57d0cd039aab18525/1?pq-origsite=gscholar&cbl=1817128","https://scholar.google.com/scholar?cites=5173458364169467289&as_sdt=2005&sciodt=2007&hl=en",102,"2022-02-09 13:55:36","","","","",,,,,3,0.06,3,1,54,"… It contracts steadily as it cools down to 4,9* but, contrary to all rational expectations of a priori reason, water reverses its behavior and expands as its temperature falls below 4. These and other examples prove that a priori reasoning is unreliable for the comprehension of reality. …","https://scholar.google.com/scholar?output=instlink&q=info:mTWY2PjQy0cJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=10073048711444460437&oi=lle","https://scholar.google.com/scholar?q=related:mTWY2PjQy0cJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"P Fuss","Hegel: Reinterpretation, Texts, and Commentary",1968,"Journal of the History of Philosophy","muse.jhu.edu","https://muse.jhu.edu/article/229548/summary","",118,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,54,"… Whatever can be shown to have been ~natural' under the circumstances and therefore in keeping with rational expectations and not arbitrary, he is apt to call 'necessary'; but this does not mean that he claims to be able to 'deduce' it in any reasonable sense of that word. It does …","https://scholar.google.com/scholar?output=instlink&q=info:mUkNSX_Dk6MJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=18222385249969392465&oi=lle",""
5,"W Parente, M McCleery","Campus Radicalism and a Relevant Political Science: Channel Undergraduate Interests Constructively",1968,"The Journal of Higher Education","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1080/00221546.1968.11780297","https://scholar.google.com/scholar?cites=176623790651447473&as_sdt=2005&sciodt=2007&hl=en",137,"2022-02-09 13:55:36","","10.1080/00221546.1968.11780297","","",,,,,5,0.09,3,2,54,"… It seems to us important both in terms of student motivation and in terms of the sense of felt purpose needed to control and direct analysis that the student confront a factual situation in civil society which is at variance with his rational expectations or values. He should be …","","https://scholar.google.com/scholar?q=related:sZip3GZ-cwIJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"E Leighton","Health Data and the Physician",1968,"California Medicine","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc1503189/","",143,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,54,"… If we hope to have rational expectations about what the costs for a given hospital ought to be, those expectations will need to take into account the mix of medical care problems represented by that hospital's patient population. For these reasons we started CHD activities with a …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1503189/pdf/califmed00026-0060.pdf",""
27,"JU Farley, HJ Leavitt","A model of the distribution of branded personal products in Jamaica",1968,"Journal of Marketing Research","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/002224376800500402","https://scholar.google.com/scholar?cites=10766174028554253257&as_sdt=2005&sciodt=2007&hl=en",147,"2022-02-09 13:55:36","","10.1177/002224376800500402","","",,,,,27,0.50,14,2,54,"A five equation model of the Jamaican distribution structure is fitted to data on four branded personal products. Decision rules appear oriented toward sales for retailers, wholesalers, importers, and manufacturers, and some policy implications for stimulating the structure are …","https://scholar.google.com/scholar?output=instlink&q=info:yTMDwjwiaZUJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=5549949579316295688&oi=lle","https://scholar.google.com/scholar?q=related:yTMDwjwiaZUJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
4,"LD McClements","A quarterly econometric model of pig supply",1968,"","ageconsearch.umn.edu","https://ageconsearch.umn.edu/record/232763/files/uman-bulletins-123.pdf","https://scholar.google.com/scholar?cites=8281550960631664439&as_sdt=2005&sciodt=2007&hl=en",193,"2022-02-09 13:55:36","PDF","","","",,,,,4,0.07,4,1,54,"… For the cobweb model Nerlove shows that rational expectations lead to the same results as the adaptive hypothesis. Intuitively, it is'difficult to envisage how self-perpetuating cobweb cycles would arise if expectations are .rational. …","https://ageconsearch.umn.edu/record/232763/files/uman-bulletins-123.pdf","https://scholar.google.com/scholar?q=related:N8--nbj67XIJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
23,"JA Carlson","Forecasting errors and business cycles",1967,"The American Economic Review","JSTOR","https://www.jstor.org/stable/1812114","https://scholar.google.com/scholar?cites=10976513185396627014&as_sdt=2005&sciodt=2007&hl=en",32,"2022-02-09 13:55:36","","","","",,,,,23,0.42,23,1,55,"… The argument about rational expectations may be relevant to simple microeconomic situations,3 but we reject the notion that feedback from aggregated individual decisions can be readily enough perceived by the individual decision makers for them to make appropriate …","","https://scholar.google.com/scholar?q=related:Rhb1B5ZoVJgJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
17,"ES Phelps","qPhillips Curves",1967,"Expectations of Inflation and Optimal Unem% ployment …","","","https://scholar.google.com/scholar?cites=14830992534007760652&as_sdt=2005&sciodt=2007&hl=en",59,"2022-02-09 13:55:36","CITATION","","","",,,,,17,0.31,17,1,55,"","","https://scholar.google.com/scholar?q=related:DMcAuCFF0s0J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1458,"RE Lucas Jr","Adjustment costs and the theory of supply",1967,"Journal of political economy","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/259289","https://scholar.google.com/scholar?cites=3561574212102543166&as_sdt=2005&sciodt=2007&hl=en",63,"2022-02-09 13:55:36","","10.1086/259289","","",,,,,1458,26.51,1458,1,55,"… I have developed some of the implications of this alternative hypothesis in ""Optimal Investment with Rational Expectations,"" unpublished Carnegie Tech research memorandum, 1966. If expectations are taken to be rational, however, one cannot in general obtain the supply and …","","https://scholar.google.com/scholar?q=related:PleQOeBAbTEJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"RE LUCAS JR","Volume J5 AUGUST 1967, PART I Number 4",1967,"The Journal of Political Economy","","","",88,"2022-02-09 13:55:36","CITATION","","","",,,,,0,0.00,0,1,55,"","","https://scholar.google.com/scholar?q=related:J-GZbXopougJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
73,"GO Bierwag, MA Grove","A model of the term structure of interest rates",1967,"The Review of Economic and Statistics","JSTOR","https://www.jstor.org/stable/1937883","https://scholar.google.com/scholar?cites=286773766752167070&as_sdt=2005&sciodt=2007&hl=en",106,"2022-02-09 13:55:36","","","","",,,,,73,1.33,37,2,55,"… It has also been derived from more fundamental assumptions to form one of the principal foundations of the theory of rational expectations [13]. In the previous section we have shown that some slight modifications and extensions of these functions will permit an analysis of the …","","https://scholar.google.com/scholar?q=related:nuQpsjjT-gMJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
74,"JA Carlson","The stability of an experimental market with a supply-response lag",1967,"Southern Economic Journal","JSTOR","https://www.jstor.org/stable/1055112","https://scholar.google.com/scholar?cites=3062468065954141312&as_sdt=2005&sciodt=2007&hl=en",128,"2022-02-09 13:55:36","","","","",,,,,74,1.35,74,1,55,"… Finally, our results provide some support for the rational-expectations hypothesis ([8], [10]) within a simple and unchanging market structure. While Tables III and V reveal a variety of individual responses to the same stimuli, the average response soon corrected for prior …","","https://scholar.google.com/scholar?q=related:gJQs93oSgCoJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
31,"PE Green, I Gross, PJ Robinson","Behavioral experiment in two-person bargaining",1967,"Journal of Marketing …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/002224376700400406","https://scholar.google.com/scholar?cites=14427565316737853563&as_sdt=2005&sciodt=2007&hl=en",141,"2022-02-09 13:55:36","","10.1177/002224376700400406","","",,,,,31,0.56,10,3,55,"… A fairly recent article by Harsanyi [7] suggests that the introduction of postulates dealing with rational expectations (as well as rational choice behavior) leads to determinant solutions. Such developments hold promise for the formulation and experimental test of conflict and …","https://scholar.google.com/scholar?output=instlink&q=info:e-jnDTcCOcgJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=12720200736450369657&oi=lle","https://scholar.google.com/scholar?q=related:e-jnDTcCOcgJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
4,"OF JUSTICE","THE POLICE",1967,"AND Prisons","ojp.gov","https://www.ojp.gov/pdffiles1/Digitization/54522NCJRS.pdf","https://scholar.google.com/scholar?cites=6536459949116494403&as_sdt=2005&sciodt=2007&hl=en",146,"2022-02-09 13:55:36","PDF","","","",,,,,4,0.07,4,1,55,"… Attaining this goal can be accomplished in proxi~ate ter~~ by combining the best of the past ""lith reasonable and rational expectations for the future. The alternatives are fe,,,; to continue as we are or to follow a process of rational evolution of our criminal justice system. The …","https://www.ojp.gov/pdffiles1/Digitization/54522NCJRS.pdf","https://scholar.google.com/scholar?q=related:QxKoK7ErtloJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
164,"GJ Benston","Published corporate accounting data and stock prices",1967,"Journal of Accounting Research","JSTOR","https://www.jstor.org/stable/2489907","https://scholar.google.com/scholar?cites=12159155638238811763&as_sdt=2005&sciodt=2007&hl=en",165,"2022-02-09 13:55:36","","","","",,,,,164,2.98,164,1,55,"Tables 3 through 10 present the estimates derived from the regressions computed for each of the models. The coefficients of the change in dividends (ADRt) and industry dummy (I1,..., 124) variables and the constant term-are not shown. Generally, about a fifth of the industry …","","https://scholar.google.com/scholar?q=related:c5bpiaH_vagJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"D Curtis, R Murthy","Goods and Service Sector Structural Change and Canadian Economic Growth",1967,"","","","https://scholar.google.com/scholar?cites=17091626946557991618&as_sdt=2005&sciodt=2007&hl=en",169,"2022-02-09 13:55:36","CITATION","","","",,,,,2,0.04,1,2,55,"","","https://scholar.google.com/scholar?q=related:wloVDyeoMe0J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"LD Miles","Managing The Use Of Value Analysis And Engineering Techniques",1967,"","minds.wisconsin.edu","https://minds.wisconsin.edu/bitstream/handle/1793/5628/742.pdf?sequence=1","",178,"2022-02-09 13:55:36","PDF","","","",,,,,0,0.00,0,1,55,"… Lead (Phase 1B-11) design teams to project and enhance profit expectations through hardware development, Participate in negotiations with an awareness of rational expectations in program cost and return development. More effective use of team and corporate resources …","https://minds.wisconsin.edu/bitstream/handle/1793/5628/742.pdf?sequence=1",""
1,"B TO, STP AGENT, Y BUYER","The MIT Press",1967,"","mitp-web2.mit.edu","https://mitp-web2.mit.edu/sites/default/files/BacklistOF_Fall2013.pdf","https://scholar.google.com/scholar?cites=10307758863976013308&as_sdt=2005&sciodt=2007&hl=en",190,"2022-02-09 13:55:36","PDF","","","",,,,,1,0.02,0,3,55,"The MIT Press Back List Order Form Fall 2013 Page 1 The MIT Press 55 Hayward Street Cambridge, Massachusetts 02142-1315 USA SAN 631-8126 TriLiteral orders/customer service: (phone) 1-800-405-1619 | (fax) 1-800-406-9145 | (email) orders@triliteral.org Price and …","https://mitp-web2.mit.edu/sites/default/files/BacklistOF_Fall2013.pdf","https://scholar.google.com/scholar?q=related:_J2s7RKEDI8J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
4,"R Bicanic","Agriculture and the political scientist",1967,"","ageconsearch.umn.edu","https://ageconsearch.umn.edu/record/209670/files/iaae-conference-1-14-363.pdf","https://scholar.google.com/scholar?cites=3173093522543033808&as_sdt=2005&sciodt=2007&hl=en",199,"2022-02-09 13:55:36","PDF","","","",,,,,4,0.07,4,1,55,"… But only recently has political science developed as a separate social science, building a consistent system, searching for general laws of political behaviour, assessing the scales for weighing rational expectations against probable risks in prediction, and attempting to measure …","https://ageconsearch.umn.edu/record/209670/files/iaae-conference-1-14-363.pdf","https://scholar.google.com/scholar?q=related:0D1FOr8XCSwJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
18,"M Lovell","Sales Anticipations, Planned Inventory Investment, and Realizations",1967,"Determinants of Investment Behavior","nber.org","https://www.nber.org/system/files/chapters/c1245/c1245.pdf","https://scholar.google.com/scholar?cites=17018571139602110884&as_sdt=2005&sciodt=2007&hl=en",200,"2022-02-09 13:55:36","PDF","","","",,,,,18,0.33,18,1,55,"The impact upon inventory investment of errors made by firms in anticipating sales volume is an important but hackneyed topic. The topic is significant, because inventory investment—a much more vola-tile component of private investment spending than either new con-…","https://www.nber.org/system/files/chapters/c1245/c1245.pdf","https://scholar.google.com/scholar?q=related:pNmygEgcLuwJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"MF Tuite","An Analysis of Variables Which are Associated with the Sensitivity of Common Stock Prices to News",1967,"","search.proquest.com","https://search.proquest.com/openview/3c2eccbc5524295a32f2630b264a04e4/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=11674380484502474474&as_sdt=2005&sciodt=2007&hl=en",204,"2022-02-09 13:55:36","BOOK","","","",,,,,2,0.04,2,1,55,"The statistical technique of analysis of variance was employed to study stock price changes following shock news. Sample groups of stocks were selected on the basis of common possession of a level of one of a group of nine variables hypothesized to affect the sensitivity of …","","https://scholar.google.com/scholar?q=related:6s6FdzK7A6IJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
19,"J Bossons, F Modigliani","Statistical vs. structural explanations of understatement and regressivity in"" rational"" expectations",1966,"Econometrica: Journal of the Econometric Society","JSTOR","https://www.jstor.org/stable/1909937","https://scholar.google.com/scholar?cites=6474528831774054152&as_sdt=2005&sciodt=2007&hl=en",3,"2022-02-09 13:55:36","","","","",,,,,19,0.34,10,2,56,"… The spurious und of current change implied by the ""rational expectations"" hypothesis is quite consistent with accurate extrapolation of past … It is thus necessary to assume a modification of the ""rational"" expectations hypothesis to obtain underextrapolation of change. Such a …","","https://scholar.google.com/scholar?q=related:CNfqQasl2lkJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
230,"JC Harsanyi","A general theory of rational behavior in game situations",1966,"Econometrica: Journal of the Econometric Society","JSTOR","https://www.jstor.org/stable/1909772","https://scholar.google.com/scholar?cites=17365993897280552457&as_sdt=2005&sciodt=2007&hl=en",7,"2022-02-09 13:55:36","","","","",,,,,230,4.11,230,1,56,"… : those defining rational behavior as'such, and those defining rational expectations concerning the other players' behavior. It is argued that … Our postulates of Class B (postulates of rational expectations) have no direct counterparts among the latter. Nevertheless they represent a …","","https://scholar.google.com/scholar?q=related:CT4Cy3BnAPEJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"JBF Modigliani","Statistical versus Structural Explanations of Understatement and Regressivity in “Rational” Expectations",1966,"Econometrica, April","","","https://scholar.google.com/scholar?cites=7886436388132083085&as_sdt=2005&sciodt=2007&hl=en",28,"2022-02-09 13:55:36","CITATION","","","",,,,,2,0.04,2,1,56,"","","https://scholar.google.com/scholar?q=related:jdVTYhxAcm0J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"RE Lucas Jr","Optimal Investment under Rational Expectations",1966,"Manuscript. Pittsburgh: Carnegie-Mellon Univ","","","https://scholar.google.com/scholar?cites=15298292595206405981&as_sdt=2005&sciodt=2007&hl=en",31,"2022-02-09 13:55:36","CITATION","","","",,,,,2,0.04,2,1,56,"","","https://scholar.google.com/scholar?q=related:XT9Evw90TtQJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
96,"FH Weymar","The supply of storage revisited",1966,"The American Economic Review","JSTOR","https://www.jstor.org/stable/1815306","https://scholar.google.com/scholar?cites=1181794316286168274&as_sdt=2005&sciodt=2007&hl=en",36,"2022-02-09 13:55:36","","","","",,,,,96,1.71,96,1,56,"… 10 If the characteristic dynamic behavior of the actual commodity system is not purely damped, this assumption may violate Muth's rational expectations hypothesis. For example the lag structure of the system may be such as to generate long-run fairly damped (ie, irregular) …","","https://scholar.google.com/scholar?q=related:0gzQU6uTZhAJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
22,"GO Bierwag, MA Grove","Aggregate Koyck Functions",1966,"Econometrica: Journal of the Econometric Society","JSTOR","https://www.jstor.org/stable/1910102","https://scholar.google.com/scholar?cites=13622377214237438496&as_sdt=2005&sciodt=2007&hl=en",72,"2022-02-09 13:55:36","","","","",,,,,22,0.39,11,2,56,"If one assumes (i) that individual economic units predict the values of random variables within a model by use of adaptive expectations functions of the type due to Koyck, (ii) that the parameters of these functions differ among individual economic units, and (iii) that ""market …","","https://scholar.google.com/scholar?q=related:IHL_4uZnDL0J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
16,"T Meehan","Moynihan of the Moynihan Report",1966,"New York Times Magazine","","","https://scholar.google.com/scholar?cites=10710147719693130827&as_sdt=2005&sciodt=2007&hl=en",96,"2022-02-09 13:55:36","CITATION","","","",,,,,16,0.29,16,1,56,"","","https://scholar.google.com/scholar?q=related:S9xENJsWopQJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"JHNC HARsANY","To be sure, our own approach yields determinate predictions about empirical social behavior only if we introduce factual assumptions about the players” utility …",1966,"Econometrica","cmc.edu","https://www1.cmc.edu/pages/faculty/MONeill/math188/papers/harsanyi2.pdf","",101,"2022-02-09 13:55:36","PDF","","","",,,,,0,0.00,0,1,56,"… : those defining rational behavior as such, and those defining rational expectations concerning the other players” behavior. It is argued that … Our postulates of Class B (postulates of rational expectations) have no direct counterparts among the latter. Nevertheless they represent a …","https://www1.cmc.edu/pages/faculty/MONeill/math188/papers/harsanyi2.pdf","https://scholar.google.com/scholar?q=related:41Z9i6mVZeoJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"MC Lovell","Optimal Decision Rules for Government and Industry.",1966,"","JSTOR","https://www.jstor.org/stable/2282796","",111,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,56,"… ** While Theil is not too explicit in describing the statistical prFoperties required of thecertainty equivalent forecasts, it appears that they should satisfy the condition E(Zt/Zt) =Zt rather than E(Zt/Zt) =Zt; ie, they should be what Jack Muth has called ""rational expectations"" rather than …","",""
0,"V Nowshirvani","The Cobweb Phenomenon in Subsistence Agriculture: A Theoretical Analysis",1966,"","econstor.eu","https://www.econstor.eu/bitstream/10419/159946/1/cdp014.pdf","",130,"2022-02-09 13:55:36","PDF","","","",,,,,0,0.00,0,1,56,"Peasants in underdeveloped areas consume a large part of their own output. Since a change in agricultural prices affects their income and, therefore, the consumption of their own goods, an analysis of the dynamic behavior of prices should take this factor into account. What …","https://www.econstor.eu/bitstream/10419/159946/1/cdp014.pdf",""
1,"R Ziedins","The Possibility of Scepticism About Perception",1966,"The Philosophical Quarterly","JSTOR","https://www.jstor.org/stable/2218490","https://scholar.google.com/scholar?cites=16203112254365233933&as_sdt=2005&sciodt=2007&hl=en",139,"2022-02-09 13:55:36","","","","",,,,,1,0.02,1,1,56,"… "" ensured mastery of one such scheme at any given time, and so long as each of these schemes was adequate for dealing with my present experiences as well as with my fake memories of past experiences and would allow me to form apparently rational expectations for the …","","https://scholar.google.com/scholar?q=related:DfM3Yb8E3eAJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
12,"AE Simons, NS Burke","The probable syndrome in terms of educational experiences which precipitates dropouts, delinquency, and eventual incarceration",1966,"The Journal of Negro Education","JSTOR","https://www.jstor.org/stable/2293923","https://scholar.google.com/scholar?cites=10431253810587446298&as_sdt=2005&sciodt=2007&hl=en",140,"2022-02-09 13:55:36","","","","",,,,,12,0.21,6,2,56,"… Slavish insistence on adherence to middle- and upper-class standards by slum children in the early grades seems inimical to rational expectations. The marking system that rewards these standards could very well mean mass retentions, frustrations, and years of failure for …","","https://scholar.google.com/scholar?q=related:GiwB1hJCw5AJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1,"M Westbrook","Internal Debate as Discipline: Clark's The Watchful Gods",1966,"Western American Literature","muse.jhu.edu","https://muse.jhu.edu/article/528595/summary","https://scholar.google.com/scholar?cites=1234950130258006132&as_sdt=2005&sciodt=2007&hl=en",151,"2022-02-09 13:55:36","","","","",,,,,1,0.02,1,1,56,"… He is right in seeing that the Old Testament God, however “dark and uncertain,” is real, even ‘more convincing” (202) than the gods of the New Testament; and Buck will not deny the Old God for the convenience of his rational expectations. He is right, also, to see that the gods of …","https://scholar.google.com/scholar?output=instlink&q=info:dNBZtZlsIxEJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=16257101071966472076&oi=lle","https://scholar.google.com/scholar?q=related:dNBZtZlsIxEJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
3,"JF Muth","Forecasting Models: Their Development and Implications for Decision Making.",1966,"Academy of Management Proceedings","journals.aom.org","https://journals.aom.org/doi/abs/10.5465/ambpp.1966.4980905","https://scholar.google.com/scholar?cites=17513372085994181541&as_sdt=2005&sciodt=2007&hl=en",152,"2022-02-09 13:55:36","","10.5465/ambpp.1966.4980905","","",,,,,3,0.05,3,1,56,"Although forecasts have been prepared and used by business firms for many years, a theory of forecasts has only recently taken shape in the literature of statistic, operations research, and management science. In describing the nature of these developments, we shall …","https://journals.aom.org/doi/pdf/10.5465/ambpp.1966.4980905","https://scholar.google.com/scholar?q=related:pdPsVB__C_MJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
7,"J Harsanyi","Models for the Analysis of Balance of Power in Society",1966,"Studies in Logic and the Foundations of Mathematics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0049237X09706111","https://scholar.google.com/scholar?cites=11136846043358832286&as_sdt=2005&sciodt=2007&hl=en",157,"2022-02-09 13:55:36","","","","",,,,,7,0.13,7,1,56,"… Thus there appears to be a vicious circle here; and the main task of game theory is to break this circle - which requires offering criteria to decide what rational expectations the players can entertain about one another's strategies. But what Zeuthen's decision rule does is …","","https://scholar.google.com/scholar?q=related:niaejHgGjpoJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
4,"KF Wallis","Some econometric problems in the analysis of inventory cycles",1966,"","elischolar.library.yale.edu","https://elischolar.library.yale.edu/cgi/viewcontent.cgi?article=1440&context=cowles-discussion-paper-series","https://scholar.google.com/scholar?cites=15424861117503684897&as_sdt=2005&sciodt=2007&hl=en",197,"2022-02-09 13:55:36","PDF","","","",,,,,4,0.07,4,1,56,"Note: Corles Peundation Discussion Papers are preliminary materials circulated to stimulate discussion and critical. comment, Requests for single copies of a Paper will. be filled by the Cowles Foundation within the linits of the supply. References in publications to Discussion …","https://elischolar.library.yale.edu/cgi/viewcontent.cgi?article=1440&context=cowles-discussion-paper-series","https://scholar.google.com/scholar?q=related:IcGKQnYdENYJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
